,countryname,countrycode,incomelevelname,regionname,unit,year,id,pop,torn_real_pk,torn_real_fa,torn_real_fl,torn_real_renew,torn_real_agland,torn_real_timber,torn_real_mangroves,torn_real_forest_es1,torn_real_forest_es2,torn_real_forest_es3,torn_real_fisheries,torn_real_hydro,torn_real_nonrenew,torn_real_oil,torn_real_gas,torn_real_coal,torn_real_bauxite,torn_real_copper,torn_real_gold,torn_real_iron_ore,torn_real_lead,torn_real_nickel,torn_real_phosphate,torn_real_silver,torn_real_tin,torn_real_zinc,torn_real_cobalt,torn_real_molybdenum,torn_real_lithium,torn_real_min,torn_real_hc,torn_real_emp_female,torn_real_emp_male,ncwi,dcwi,pkx_cd,pk_cd,urban_cd,fa_cd,fl_cd,renew_cd,cropwealth_cd,animalwealth_cd,agland_cd,timber_cd,mangroves_cd,forest_es1_cd,forest_es2_cd,forest_es3_cd,fisheries_cd,hydro_cd,nonrenew_cd,oil_cd,gas_cd,coal_cd,min_cd,bauxite_cd,copper_cd,gold_cd,iron_ore_cd,lead_cd,nickel_cd,phosphate_cd,silver_cd,tin_cd,zinc_cd,cobalt_cd,molybdenum_cd,lithium_cd,hc_cd,emp_female_cd,emp_male_cd,ncw_cd,dcw_cd
11,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2005,AGO.2005,19450959,72107140382,78987610844,1.59309E+11,1.30822E+11,77679118878,10983357767,743451736.4,323982432.5,18398103898,19383708374,2274115824,5185491775,2.26688E+11,2.22844E+11,1068649602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38867E+11,87239426060,1.51635E+11,5.61275E+11,6.53207E+11,1.45028E+11,1.79835E+11,34806813495,1.1194e+10,2.2577e+10,69284566080,19232470655,19966960137,39199430792,4528776851,127125990.4,75720446.9,9942503208,9059718891,302432367.1,6048857534,2.65253E+11,2.6434E+11,912851133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57291E+11,56753031695,1.00538E+11,6.6028E+11,6.71663E+11
12,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2006,AGO.2006,20162340,75194411907,1.20879E+11,1.26483E+11,1.33296E+11,78546017035,10899926473,742604353.1,321582564.8,18261821775,19240125483,2263577117,6108126911,2.33678E+11,2.29738E+11,1068649602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50288E+11,91313191177,1.58981E+11,6.26265E+11,6.76771E+11,1.51994E+11,1.88473E+11,36478669518,1.941e+10,2.031e+10,79889226931,20851765916,21696446764,42548212681,5065613828,172176099.9,66898647.26,10784869590,12835969686,482519926.3,7932966474,3.56003E+11,3.54814E+11,1189253538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27044E+11,81933523014,1.45111E+11,8.5051E+11,8.5141E+11
13,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2007,AGO.2007,20909684,78968027865,1.67692E+11,1.22432E+11,1.34153E+11,79412915192,10816495179,741756969.8,319182697.2,18125539651,19096542592,2266649310,6315667135,2.38102E+11,2.33924E+11,1319320496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62313E+11,95610771898,1.66707E+11,6.6101E+11,6.98392E+11,1.79397E+11,2.22453E+11,43055368975,3.0226e+10,2.2068e+10,96423058456,25673920974,26725227887,52399148861,6523479695,199873785.3,173495392.9,11649747362,15993534462,630009484.4,8853769412,3.72298E+11,3.70845E+11,1453093232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9441E+11,1.06178E+11,1.88232E+11,9.93741E+11,9.85583E+11
14,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2008,AGO.2008,21691522,84370829269,2.1796E+11,1.51435E+11,1.36612E+11,80279813368,10733063884,740909586.5,316782829.6,17989257527,18952959701,2271347343,7378314516,2.39627E+11,2.33924E+11,6286562162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74793E+11,1.00083E+11,1.74714E+11,6.64762E+11,7.21384E+11,2.01878E+11,2.50328E+11,48450604589,4.4188e+10,3.0701e+10,1.29132E+11,35735110074,36909846883,72644956957,8397083697,258184096.7,215398941.2,12385194762,21696398991,891077008.6,12643357464,4.0556E+11,4.03825E+11,1734447681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12348E+11,1.48375E+11,2.63973E+11,1.21085E+12,1.19737E+12
15,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2009,AGO.2009,22507674,90370969084,1.81797E+11,2.82478E+11,1.37375E+11,81146711525,10649632590,740062203.2,314382962,17852975403,18809376811,2271794643,7511121894,2.39627E+11,2.33924E+11,6286562162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87737E+11,1.04739E+11,1.83001E+11,5.53918E+11,7.44008E+11,1.87534E+11,2.32543E+11,45008275562,4.1917e+10,6.5131e+10,1.30652E+11,38679216510,39808791133,78488007643,8110452833,214518081.2,407273083.3,13015652559,17228777719,738038461,12449376812,3.18276E+11,3.16778E+11,1498193164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62924E+11,1.66466E+11,2.96457E+11,1.12118E+12,1.14439E+12
16,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2010,AGO.2010,23364185,95298414622,1.50125E+11,2.20173E+11,1.3971E+11,82013609682,10566201296,739214819.9,311983094.3,17716693280,18665793920,2261631822,8638354088,2.28457E+11,2.22967E+11,6332738380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85776E+11,1.00541E+11,1.85259E+11,6.06111E+11,7.39731E+11,1.399E+11,1.73476E+11,33576060138,3.9623e+10,5.8111e+10,1.73208E+11,57244418644,58447111890,1.15692E+11,7790316170,251293481.9,533718878.2,13817796755,20535060280,802384459.4,13785984535,4.06588E+11,4.04975E+11,1612842943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64879E+11,1.66957E+11,2.97922E+11,1.19966E+12,1.21815E+12
17,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2011,AGO.2011,24259111,1.00936E+11,1.6584E+11,2.44029E+11,1.41396E+11,82880509396,10482769851,738988851,309583222.4,17580410910,18522210770,2240241855,9415125967,2.28574E+11,2.22967E+11,7216683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05139E+11,1.07539E+11,1.97622E+11,6.12883E+11,7.64768E+11,1.48053E+11,1.83585E+11,35532605443,4.9672e+10,7.3091e+10,1.88331E+11,58876419692,60566295318,1.19443E+11,8919633377,397963605.5,480052930.4,14193500541,27394076546,968329808.4,16534287598,5.84375E+11,5.82131E+11,2244064668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96978E+11,2.14264E+11,3.82714E+11,1.52985E+12,1.55327E+12
18,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2012,AGO.2012,25188292,1.07077E+11,1.73096E+11,2.23722E+11,1.41366E+11,83747409130,10399338407,738748759.1,307183350.4,17444128541,18378627621,2213482498,8902308898,2.28574E+11,2.22967E+11,7221300734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15848E+11,1.11608E+11,2.04254E+11,6.51804E+11,7.80307E+11,1.63533E+11,2.0278E+11,39247822134,5.7174e+10,7.3896e+10,1.95028E+11,60403259047,61960237202,1.22363E+11,10198897649,495227465.8,522691628.6,14662374265,31379365724,1085373703,14320676773,5.80987E+11,5.78556E+11,2431663217,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82203E+11,2.44886E+11,4.37316E+11,1.64428E+12,1.661E+12
19,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2013,AGO.2013,26147002,1.13188E+11,1.74327E+11,2.08881E+11,1.4304E+11,84614308845,10315906962,738522790.2,304783478.5,17307846172,18235044471,2193092191,9837634962,2.27673E+11,2.21883E+11,8526108704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26475E+11,1.15727E+11,2.10755E+11,6.85495E+11,7.96904E+11,1.82202E+11,2.25931E+11,43728558497,6.2635e+10,7.505e+10,2.12409E+11,66699511166,68433000115,1.35133E+11,10469691366,581310695.2,912321112.7,15195658668,32429697343,1139854116,16547610948,4.29962E+11,4.2713E+11,2831842936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02736E+11,2.52306E+11,4.5043E+11,1.55862E+12,1.57104E+12
20,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2014,AGO.2014,27128337,1.19494E+11,1.59999E+11,1.84253E+11,1.45966E+11,85481208579,10232475518,738282698.3,302383606.5,17171563802,18091461322,2185681620,11795969861,2.12554E+11,2.07405E+11,6405960667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3729E+11,1.19987E+11,2.17302E+11,7.12621E+11,8.01726E+11,1.92691E+11,2.38936E+11,46245742812,6.1672e+10,7.1021e+10,1.79771E+11,47940700680,49149680619,97090381299,11325225303,646835053.6,1174034502,15858573009,33318663610,1203964929,19153741558,4.4313E+11,4.41047E+11,2082244631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29527E+11,2.61892E+11,4.67635E+11,1.58202E+12,1.59136E+12
21,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2015,AGO.2015,28127721,1.25322E+11,1.46555E+11,1.90538E+11,1.46632E+11,86348108293,10149044073,738056729.4,299983734.6,17035281433,17947878172,2187988166,11974914293,2.40163E+11,2.34515E+11,6405960667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51408E+11,1.2499E+11,2.26418E+11,7.51133E+11,8.45061E+11,1.74812E+11,2.16767E+11,41954844211,6.1659e+10,8.0164e+10,1.60115E+11,45796662945,47037397317,92834060262,11252916399,455258648.8,860860614.8,16011679949,22176146938,1079568145,15444448992,1.74873E+11,1.73621E+11,1252361249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82093E+11,2.08623E+11,3.7347E+11,1.11534E+12,1.13385E+12
22,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2016,AGO.2016,29154746,1.30103E+11,98154741000,1.50251E+11,1.49582E+11,87215020508,10065612629,736630300.8,297583828,16898997099,17804292953,2186210201,14174282633,2.40466E+11,2.34491E+11,7175124516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66286E+11,1.30241E+11,2.36045E+11,7.97504E+11,8.70179E+11,1.68772E+11,2.09278E+11,40505392954,5.3972e+10,8.2618e+10,1.55718E+11,47945518952,49226997918,97172516870,11943649241,329110632,461674181.1,16238003660,12929233772,1626101042,15017640294,1.13325E+11,1.11409E+11,1915644636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32141E+11,1.18689E+11,2.13452E+11,7.81816E+11,8.10462E+11
23,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2017,AGO.2017,30208628,1.32497E+11,61346029929,1.14858E+11,1.55043E+11,88081901491,9982181184,735217995.3,295184008,16762717676,17660712908,2179152353,19310505826,2.12476E+11,2.06444E+11,7177103497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82067E+11,1.35841E+11,2.46225E+11,8.19367E+11,8.78703E+11,1.98293E+11,2.45884E+11,47590417471,4.3799e+10,8.2005e+10,1.6624E+11,47761610285,49029869410,96791479695,12898785318,542138461.9,649872573.4,16413701987,18057771741,2289632287,18596475986,1.67128E+11,1.6043E+11,6697483011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65741E+11,1.6593E+11,2.99811E+11,1.00679E+12,1.04499E+12
24,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2018,AGO.2018,31273533,1.3431E+11,51055605207,89181931896,1.6088E+11,88948798091,9898749740,733791566.8,292784144.7,16626435798,17517130275,2172966098,24747567573,2.07082E+11,2.00929E+11,7177103497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97996E+11,1.41495E+11,2.56501E+11,8.5941E+11,8.99089E+11,1.30285E+11,1.61553E+11,31268404066,4.3607e+10,7.6171e+10,1.58791E+11,41146407999,42268670217,83415078216,10439086835,717938473.7,409478533.2,16381688695,19469390361,2228206065,25729933098,1.57989E+11,1.4837E+11,9618946943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84032E+11,1.72202E+11,3.1183E+11,9.29801E+11,9.62365E+11
25,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2019,AGO.2019,32353588,1.35804E+11,4.3774e+10,7.5283e+10,1.63296E+11,88948798091,9815318295,732379261.3,290384238.1,16490151465,17373545056,2166779844,27479117831,2.01483E+11,1.91646E+11,9837513277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14074E+11,1.47201E+11,2.66873E+11,8.83149E+11,9.14658E+11,1.0952E+11,1.35804E+11,26284712583,4.3774e+10,7.5283e+10,1.63296E+11,43970650410,44978147681,88948798091,9815318295,732379261.3,290384238.1,16490151465,17373545056,2166779844,27479117831,2.01483E+11,1.91646E+11,9837513277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14074E+11,1.47201E+11,2.66873E+11,8.83149E+11,9.14658E+11
26,Angola,AGO,Lower middle income,Sub-Saharan Africa,Real chained 2019 US$,2020,AGO.2020,33428486,1.36487E+11,34295081967,60964754098,1.65591E+11,88948798091,9731886851,730952832.7,287984374.8,16353869586,17229962424,2160593589,30210223082,1.95994E+11,1.91646E+11,8921904853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30293E+11,1.52957E+11,2.77336E+11,9.01174E+11,9.30696E+11,1.12911E+11,1.40009E+11,27098525233,4.184e+10,7.4377e+10,1.60479E+11,45167803588,46124658626,91292462215,10126041871,630379900.4,13967849.43,16777622416,11885307087,2105353622,27647946176,15940558063,7705170023,8235388040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83987E+11,1.0088E+11,1.83106E+11,5.67878E+11,6.00415E+11
27,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,1995,ALB.1995,3187784,9324543567,1521917285,1814031927,24184839750,18381086235,543417928.6,0,1784436912,75048773.89,539440346.1,8097776.282,4297563054,892159066.6,707921470.7,26958015.45,157217579.8,NA,221838860.8,0,0,0,115618742.7,NA,0,0,0,0,0,0,337457603.5,38315689401,17008230445,21648461606,67986974593,69065311365,6323667626,7841347856,1517680230,5.21e+08,6.21e+08,10465507884,2110548846,4311468413,6422017260,111228194.3,0,51460497.89,59771105.45,355032658.5,4747568.333,3461250600,479435931.8,429274639.7,16280518.49,1504072.184,32376701.49,0,32376701.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13570824784,4473889369,9096935415,32257116456,32357116456
28,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,1996,ALB.1996,3168033,9542502397,1715494094,1902073512,27224357606,18446325227,541093061.5,0,1779970379,74860923.17,538090100.7,7898287.649,5853436262,891938101,707921470.7,26958015.45,157201748.3,NA,221133913.9,0,0,0,115618742.7,NA,0,0,0,0,0,0,336752656.6,39129429377,17486787613,22034734620,71811709935,72793882950,7267972943,9012286449,1744313506,6.62e+08,7.34e+08,13062929904,2368000176,4546190688,6914190864,113982669.2,0,69104097.17,59861815.52,361500406.7,11995095.87,5532294956,685746488.8,607076424.2,18308881.15,0,60361183.36,0,60361183.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15683782616,5209156682,10474625935,38372745458,38444745458
29,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,1997,ALB.1997,3148281,9553090951,1196648080,1533266158,25887928854,18511564219,538768194.3,0,1775503847,74673072.44,536739855.3,7690253.84,5139901769,891485539,707921470.7,26958015.45,157179386.3,NA,218930954.8,0,0,0,115618742.7,NA,0,0,0,0,0,0,334549697.5,39027634890,17660850149,21839832078,70429176451,71524527736,7765860149,9629666585,1863806436,6.15e+08,7.88e+08,10999645898,2153254992,4120972139,6274227132,107295357.6,0,24995098.98,60736327.92,365092745.6,5561302.146,4161737933,428205754.5,408022024.6,14463225.03,0,5720504.858,0,5720504.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10850452558,3648991318,7201461240,31734970795,31907970795
30,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,1998,ALB.1998,3128530,9587448292,1256397810,1567674803,25712328815,18576803216,536443327.1,0,1771037315,74485221.71,535389609.9,7535464.164,5030520406,907655400.3,707921470.7,38511450.64,157171668.4,NA,218737094.4,0,0,0,115618742.7,NA,0,0,0,0,0,0,334355837.1,37925293015,16944530955,21360757769,69708396130,70772233410,8753357878,10854163769,2100805891,7.79e+08,9.72e+08,12441902307,2285692602,4353137315,6638829917,73846086.57,0,44108998.19,59237579.15,373310252.3,12711732.24,5239857742,78071282.28,23074535.85,5358132.76,0,49638613.67,NA,49638613.67,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,11700569341,3942600334,7757969008,34881706700,35074706700
31,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,1999,ALB.1999,3108778,9728080754,1576052554,1862023354,26609529278,18674661704,534118460,0,1766570783,74297370.98,534039364.5,7396213.204,5401599233,903586829.7,707921470.7,38511450.64,157161971.6,NA,215917306.8,0,0,0,115618742.7,NA,0,0,0,0,0,0,331536049.5,37738816057,16853147060,21260914983,70826324664,71801063290,9403600482,11660464597,2256864116,9.81e+08,1.159e+09,13945897484,2119949069,4561796647,6681745717,63042917.34,0,160262693.4,59660145.76,380242314.8,17729664.76,6583214031,212320101.6,198617357.6,1667344.75,0,12035399.29,NA,12035399.29,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13995874845,4735593145,9260281700,39636557028,39814557028
32,Albania,ALB,Upper middle income,Europe and Central Asia,Real chained 2019 US$,2000,ALB.2000,3089027,10041561120,1812919240,2583690928,25019656434,18658351956,531793592.8,0,1762104250,74109520.26,532689119.1,7276491.086,4696242785,903586731.7,707921470.7,38511450.64,157152274.8,NA,215124241.5,0,0,0,115618742.7,NA,0,0,0,0,0,0,330742984.2,39087826350,17441514001,22030009845,70481898970,71916104657,10365486120,12853202789,2487716669,1.129e+09,1.609e+09,12875576656,2045396357,4803657674,6849054031,107954734.9,0,292589688,60810519.83,393981951.8,26802715.61,5144383016,194201397.5,177720391.7,15798296.56,682709.1975,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,14722268515,4998505431,9723763084,40165249358,40645249358
